LOAN_ID,CUSTOMER_ID,LOAN_AMOUNT,INTEREST_RATE,LOAN_TERM,DISBURSAL_DATE,REPAYMENT_START_DATE,REPAYMENT_END_DATE,LOAN_STATUS,OVERDUE_AMOUNT,EMI_AMOUNT,COLLATERAL_DETAILS,DEFAULT_FLAG,REGION
L063041,C053945,4205951,13.75,24,2024-02-04,2024-03-04,2026-02-04,Overdue,28783,92840,Property,0,East
L063042,C018789,4044880,11.46,12,2024-11-29,2024-12-29,2025-11-29,Active,9610,93717,Property,0,East
L063043,C031034,3905075,8.08,24,2022-04-26,2022-05-26,2024-04-26,Overdue,0,57669,Vehicle,0,West
L063044,C022166,709953,14.17,48,2020-03-05,2020-04-05,2024-03-05,Active,10202,77009,Vehicle,0,South
L063045,C038146,745239,14.19,12,2023-09-09,2023-10-09,2024-09-09,Active,38160,80486,Vehicle,0,Northeast
L063046,C056368,1967969,8.87,24,2022-03-01,2022-04-01,2024-03-01,Overdue,0,28519,Property,0,Northeast
L063047,C042310,609810,14.35,60,2020-02-11,2020-03-11,2025-02-11,Overdue,0,16339,Property,0,East
L063048,C051717,3759826,7.56,36,2022-09-05,2022-10-05,2025-09-05,Active,0,31530,Property,0,North
L063049,C058453,2899906,12.33,12,2021-12-14,2022-01-14,2022-12-14,Closed,17901,76039,Property,0,North
L063050,C031529,2175015,7.37,36,2022-03-01,2022-04-01,2025-03-01,Overdue,0,65178,Vehicle,0,South
L063051,C036466,4790300,7.87,48,2022-03-18,2022-04-18,2026-03-18,Overdue,29631,66619,Property,0,Central
L063052,C032536,1847961,10.7,12,2024-02-20,2024-03-20,2025-02-20,Active,0,7870,Property,0,West
L063053,C015972,2712286,13.66,48,2023-07-26,2023-08-26,2027-07-26,Active,0,59397,Vehicle,0,East
L063054,C051049,792677,7.75,36,2024-10-30,2024-11-30,2027-10-30,Overdue,0,2256,Vehicle,0,West
L063055,C035468,3939164,7.63,48,2022-06-29,2022-07-29,2026-06-29,Overdue,27812,63256,Property,0,South
L063056,C063067,1522537,11.94,12,2024-03-21,2024-04-21,2025-03-21,Overdue,43082,16538,Property,0,Northeast
L063057,C053385,662046,12.65,60,2021-12-19,2022-01-19,2026-12-19,Overdue,24930,58937,Property,0,South
L063058,C001655,3080281,9.78,36,2023-10-03,2023-11-03,2026-10-03,Overdue,24246,54252,Property,0,Central
L063059,C066073,2950049,8.5,60,2023-11-30,2023-12-30,2028-11-30,Active,21659,98508,Property,0,East
L063060,C020363,1239789,8.56,12,2024-05-10,2024-06-10,2025-05-10,Closed,0,86912,Property,0,Central
L063061,C049077,143134,9.25,36,2023-04-07,2023-05-07,2026-04-07,Closed,0,40653,Property,1,South
L063062,C038120,4615590,10.97,48,2024-10-26,2024-11-26,2028-10-26,Closed,0,52331,Vehicle,0,Central
L063063,C014386,2427950,8.56,60,2021-02-06,2021-03-06,2026-02-06,Active,37027,28666,Property,0,South
L063064,C039538,1531527,10.22,12,2022-07-29,2022-08-29,2023-07-29,Active,42018,8112,Property,0,Central
L063065,C041532,1095115,14.37,48,2021-02-10,2021-03-10,2025-02-10,Overdue,0,8708,Property,0,Northeast
L063066,C057235,2434512,12.64,48,2024-04-01,2024-05-01,2028-04-01,Active,0,42457,Vehicle,0,East
L063067,C027817,1641586,14.3,24,2020-05-29,2020-06-29,2022-05-29,Active,47733,73140,Vehicle,1,East
L063068,C013320,4273150,13.11,24,2020-03-13,2020-04-13,2022-03-13,Active,12421,25293,Property,1,Central
L063069,C023549,1029465,7.11,48,2023-08-21,2023-09-21,2027-08-21,Closed,0,24493,Vehicle,0,East
L063070,C034386,1893684,9.41,60,2020-09-19,2020-10-19,2025-09-19,Closed,44724,28894,Property,0,Northeast
L063071,C029535,3789420,8.19,48,2020-06-11,2020-07-11,2024-06-11,Active,0,49381,Property,0,South
L063072,C053491,2066655,14.64,24,2021-04-28,2021-05-28,2023-04-28,Overdue,5509,91383,Property,0,South
L063073,C022228,251584,13.58,36,2024-09-22,2024-10-22,2027-09-22,Active,0,45873,Property,0,North
L063074,C015536,1547636,13.08,48,2023-04-07,2023-05-07,2027-04-07,Active,5009,14664,Property,0,West
L063075,C006653,4842386,9.01,12,2020-08-27,2020-09-27,2021-08-27,Active,21776,8092,Vehicle,0,East
L063076,C064424,919217,8.53,12,2021-05-21,2021-06-21,2022-05-21,Closed,3504,30580,Property,0,West
L063077,C040040,4204489,12.76,36,2023-09-23,2023-10-23,2026-09-23,Active,5765,25082,Property,1,Northeast
L063078,C039057,4796167,7.17,60,2022-12-16,2023-01-16,2027-12-16,Active,0,16107,Property,0,West
L063079,C057376,94889,9.17,48,2023-06-08,2023-07-08,2027-06-08,Closed,0,79891,Vehicle,0,South
L063080,C001738,2776979,9.26,12,2023-09-13,2023-10-13,2024-09-13,Closed,7986,91918,Property,0,Central
L063081,C064861,2453217,12.58,60,2022-04-17,2022-05-17,2027-04-17,Overdue,0,85411,Vehicle,0,East
L063082,C007244,4082845,14.47,60,2021-12-22,2022-01-22,2026-12-22,Overdue,44618,44262,Vehicle,0,South
L063083,C044575,1184832,7.42,60,2022-01-26,2022-02-26,2027-01-26,Overdue,0,92460,Property,1,East
L063084,C050323,3759284,11.4,24,2024-07-23,2024-08-23,2026-07-23,Closed,29172,25065,Property,0,West
L063085,C052820,396044,13.93,36,2024-09-03,2024-10-03,2027-09-03,Overdue,0,97395,Property,0,Central
L063086,C057442,349288,8.25,24,2020-01-14,2020-02-14,2022-01-14,Closed,36453,78359,Vehicle,0,East
L063087,C024040,712348,13.46,36,2020-10-14,2020-11-14,2023-10-14,Overdue,24423,60681,Property,0,Central
L063088,C039244,2378668,11.64,12,2022-04-13,2022-05-13,2023-04-13,Closed,0,31164,Vehicle,0,South
L063089,C052895,1912612,8.44,12,2023-05-16,2023-06-16,2024-05-16,Closed,5759,62088,Property,0,North
L063090,C001821,623142,8.79,36,2024-03-30,2024-04-30,2027-03-30,Overdue,0,48563,Property,0,East
L063091,C046867,356780,13.95,24,2023-05-14,2023-06-14,2025-05-14,Overdue,14740,55248,Property,0,West
L063092,C050335,1899231,8.61,48,2022-03-18,2022-04-18,2026-03-18,Overdue,0,34181,Property,0,Northeast
L063093,C060909,3743670,13.76,36,2022-03-09,2022-04-09,2025-03-09,Closed,0,89462,Property,0,Northeast
L063094,C016405,2142434,8.05,60,2020-09-21,2020-10-21,2025-09-21,Active,0,43051,Property,0,Central
L063095,C058786,266948,12.02,24,2023-01-17,2023-02-17,2025-01-17,Active,1410,9902,Vehicle,0,South
L063096,C063826,2101135,10.9,48,2021-05-04,2021-06-04,2025-05-04,Overdue,0,40174,Property,0,Northeast
L063097,C067745,4300624,7.27,36,2024-09-03,2024-10-03,2027-09-03,Closed,0,37841,Vehicle,0,Northeast
L063098,C028257,4188570,8.53,60,2024-10-30,2024-11-30,2029-10-30,Closed,27962,47712,Property,0,Central
L063099,C008460,2011825,14.21,60,2024-06-10,2024-07-10,2029-06-10,Closed,0,18423,Property,0,South
L063100,C027091,3386277,10.22,36,2024-12-02,2025-01-02,2027-12-02,Active,0,66903,Property,0,Northeast
L063101,C064862,4026681,14.3,36,2022-06-07,2022-07-07,2025-06-07,Closed,47157,44081,Property,0,East
L063102,C031724,2180166,10.85,60,2020-12-13,2021-01-13,2025-12-13,Overdue,0,59099,Property,0,South
L063103,C045040,3692054,12.23,24,2023-04-18,2023-05-18,2025-04-18,Active,0,23454,Property,0,South
L063104,C050758,2514133,11.38,24,2023-08-17,2023-09-17,2025-08-17,Active,24230,41167,Property,0,East
L063105,C021114,1064677,13.1,24,2021-01-16,2021-02-16,2023-01-16,Active,12344,70821,Property,1,South
L063106,C060186,955325,11.84,24,2020-10-07,2020-11-07,2022-10-07,Closed,0,7665,Property,0,Central
L063107,C061725,892714,13.53,60,2022-08-07,2022-09-07,2027-08-07,Overdue,34759,34176,Property,0,East
L063108,C055422,130296,8.9,24,2022-10-28,2022-11-28,2024-10-28,Overdue,0,29340,Property,0,Northeast
L063109,C044679,416523,14.88,12,2024-05-26,2024-06-26,2025-05-26,Closed,15408,12126,Property,0,West
L063110,C056357,94576,9.7,24,2024-10-10,2024-11-10,2026-10-10,Active,21942,2745,Vehicle,0,Northeast
L063111,C006711,4374430,8.25,60,2021-07-10,2021-08-10,2026-07-10,Overdue,0,3289,Property,0,South
L063112,C055055,1058240,13.42,12,2023-10-06,2023-11-06,2024-10-06,Overdue,23756,80886,Property,1,Northeast
L063113,C019981,633645,10.18,48,2021-12-11,2022-01-11,2025-12-11,Closed,48506,63751,Vehicle,0,Northeast
L063114,C012808,3317413,9.55,36,2020-01-21,2020-02-21,2023-01-21,Active,18749,31769,Vehicle,0,South
L063115,C003948,2698101,8.22,12,2022-07-27,2022-08-27,2023-07-27,Closed,0,81671,Property,0,South
L063116,C031807,1843801,12.18,48,2022-08-07,2022-09-07,2026-08-07,Closed,18120,3512,Vehicle,0,North
L063117,C042083,2895601,7.41,48,2020-04-24,2020-05-24,2024-04-24,Active,25972,37967,Vehicle,0,East
L063118,C058121,3106305,12.16,24,2022-09-17,2022-10-17,2024-09-17,Active,0,46470,Vehicle,0,South
L063119,C046041,4701502,12.18,24,2021-10-30,2021-11-30,2023-10-30,Closed,21662,10520,Property,0,West
L063120,C016956,3229637,9.14,48,2023-01-20,2023-02-20,2027-01-20,Closed,0,56282,Vehicle,0,West
L063121,C000022,1360466,7.06,48,2021-12-31,2022-01-31,2025-12-31,Closed,0,53442,Property,0,Northeast
L063122,C068208,2928389,7.04,12,2021-03-20,2021-04-20,2022-03-20,Active,25419,27087,Property,0,Northeast
L063123,C022802,4481444,13.92,60,2022-04-18,2022-05-18,2027-04-18,Overdue,0,26240,Property,0,Central
L063124,C063769,2984134,14.43,48,2020-03-27,2020-04-27,2024-03-27,Active,6418,57994,Property,1,Central
L063125,C032747,2275759,8.51,24,2024-07-22,2024-08-22,2026-07-22,Active,0,53260,Property,0,Northeast
L063126,C005389,3926991,14.3,48,2020-06-26,2020-07-26,2024-06-26,Closed,0,14492,Property,0,Central
L063127,C028845,2830451,13.9,60,2022-09-12,2022-10-12,2027-09-12,Closed,26042,14400,Vehicle,0,East
L063128,C065889,3629118,14.33,36,2020-01-05,2020-02-05,2023-01-05,Active,8253,4328,Vehicle,0,East
L063129,C044746,4865685,13.6,60,2023-12-11,2024-01-11,2028-12-11,Overdue,0,90337,Vehicle,0,East
L063130,C050209,1071865,7.15,12,2020-12-17,2021-01-17,2021-12-17,Closed,17172,59014,Property,0,West
L063131,C030105,1139408,9.72,24,2020-06-02,2020-07-02,2022-06-02,Closed,33526,53814,Vehicle,0,Northeast
L063132,C029283,1047526,14.32,24,2022-02-23,2022-03-23,2024-02-23,Overdue,14821,61017,Vehicle,0,North
L063133,C026652,3035237,12.18,36,2021-05-23,2021-06-23,2024-05-23,Overdue,6491,15439,Property,0,West
L063134,C056065,2131022,8.49,24,2021-12-25,2022-01-25,2023-12-25,Active,0,79379,Vehicle,0,North
L063135,C036837,2672931,8.77,36,2021-08-05,2021-09-05,2024-08-05,Overdue,0,51915,Property,0,West
L063136,C054889,1073222,9.33,24,2024-04-18,2024-05-18,2026-04-18,Overdue,0,76878,Vehicle,0,Northeast
L063137,C062102,617864,7.1,12,2020-03-20,2020-04-20,2021-03-20,Closed,0,26482,Vehicle,0,Northeast
L063138,C066142,3636011,9.58,12,2020-04-19,2020-05-19,2021-04-19,Overdue,0,69479,Vehicle,0,East
L063139,C035531,4281187,9.31,12,2022-09-12,2022-10-12,2023-09-12,Closed,0,58228,Property,0,Central
L063140,C045526,1271877,12.24,36,2020-11-02,2020-12-02,2023-11-02,Active,0,22165,Property,1,Northeast
L063141,C067519,337291,10.93,12,2024-08-08,2024-09-08,2025-08-08,Closed,0,37963,Property,1,West
L063142,C053492,1622932,14.93,24,2024-11-08,2024-12-08,2026-11-08,Closed,49097,94768,Property,0,Central
L063143,C038106,1328868,14.38,36,2023-12-06,2024-01-06,2026-12-06,Closed,26851,99996,Property,0,South
L063144,C038647,3119823,14.1,36,2021-04-15,2021-05-15,2024-04-15,Closed,0,51156,Property,0,East
L063145,C040308,2492232,7.57,12,2021-07-30,2021-08-30,2022-07-30,Overdue,21976,20199,Property,0,Northeast
L063146,C068193,3453275,10.94,12,2021-10-10,2021-11-10,2022-10-10,Closed,46741,16553,Property,0,North
L063147,C062116,575735,9.24,12,2020-08-18,2020-09-18,2021-08-18,Closed,19178,80103,Property,0,East
L063148,C065494,3641633,7.48,48,2022-06-15,2022-07-15,2026-06-15,Overdue,28049,66462,Property,0,Northeast
L063149,C034646,1006713,8.05,48,2024-04-29,2024-05-29,2028-04-29,Active,0,7329,Vehicle,0,South
L063150,C026043,2065775,13.5,36,2021-05-23,2021-06-23,2024-05-23,Closed,45442,17096,Property,0,Northeast
L063151,C043183,807513,13.44,60,2023-09-18,2023-10-18,2028-09-18,Active,0,16222,Vehicle,1,South
L063152,C062769,4488982,12.78,36,2021-05-15,2021-06-15,2024-05-15,Overdue,19123,58933,Property,1,Central
L063153,C011392,4786089,11.94,36,2023-02-03,2023-03-03,2026-02-03,Closed,0,32175,Property,0,East
L063154,C054931,1828131,11.85,24,2021-10-21,2021-11-21,2023-10-21,Closed,0,98062,Property,0,Central
L063155,C062112,639954,8.74,24,2024-01-11,2024-02-11,2026-01-11,Closed,0,93131,Property,0,East
L063156,C045754,2731197,14.44,48,2022-08-03,2022-09-03,2026-08-03,Active,11431,16177,Property,0,North
L063157,C045985,2138419,9.08,12,2023-07-06,2023-08-06,2024-07-06,Active,27287,36057,Vehicle,0,South
L063158,C013286,2499783,13.35,60,2022-05-14,2022-06-14,2027-05-14,Active,0,81951,Property,0,South
L063159,C023644,452901,10.87,60,2023-06-15,2023-07-15,2028-06-15,Overdue,48100,30335,Vehicle,0,East
L063160,C029226,1592487,11.23,24,2020-12-15,2021-01-15,2022-12-15,Closed,0,8225,Property,1,Northeast
L063161,C007582,2083936,7.02,24,2023-12-22,2024-01-22,2025-12-22,Overdue,4559,20317,Property,0,East
L063162,C008868,1298440,8.82,36,2024-05-05,2024-06-05,2027-05-05,Overdue,0,56014,Property,0,East
L063163,C015079,2313270,11.44,12,2024-06-25,2024-07-25,2025-06-25,Active,8374,29649,Vehicle,0,West
L063164,C059227,1962435,10.1,24,2021-08-22,2021-09-22,2023-08-22,Overdue,48836,8845,Property,1,North
L063165,C059094,3333406,11.99,48,2022-01-02,2022-02-02,2026-01-02,Overdue,0,89466,Property,0,East
L063166,C057834,3802845,14.31,24,2020-06-17,2020-07-17,2022-06-17,Closed,0,36627,Property,0,Central
L063167,C010648,1377952,10.95,12,2022-02-28,2022-03-28,2023-02-28,Active,34612,51611,Property,0,West
L063168,C034865,3567408,10.2,12,2021-08-06,2021-09-06,2022-08-06,Overdue,0,2404,Vehicle,0,West
L063169,C029937,1220614,13.46,24,2020-09-12,2020-10-12,2022-09-12,Closed,0,14998,Property,0,East
L063170,C064227,4360501,9.52,60,2021-12-25,2022-01-25,2026-12-25,Overdue,45359,37401,Property,0,South
L063171,C031094,4488601,13.74,36,2023-07-07,2023-08-07,2026-07-07,Active,0,29246,Property,0,Northeast
L063172,C052041,748707,7.05,36,2021-10-13,2021-11-13,2024-10-13,Overdue,0,55387,Property,1,Northeast
L063173,C025435,1139238,7.47,12,2023-10-07,2023-11-07,2024-10-07,Overdue,16897,26587,Property,0,South
L063174,C056449,2101297,10.04,60,2024-03-10,2024-04-10,2029-03-10,Overdue,0,39499,Property,0,South
L063175,C000196,4661386,12.21,48,2023-05-27,2023-06-27,2027-05-27,Active,0,66393,Property,0,East
L063176,C002052,3268384,8.29,60,2020-02-06,2020-03-06,2025-02-06,Active,0,28482,Property,0,North
L063177,C021018,1199871,14.27,60,2023-11-11,2023-12-11,2028-11-11,Active,29485,47459,Property,0,West
L063178,C044042,4822845,14.07,36,2021-08-16,2021-09-16,2024-08-16,Closed,18193,33261,Vehicle,1,West
L063179,C063614,1457955,7.47,48,2020-06-04,2020-07-04,2024-06-04,Closed,0,3704,Property,0,West
L063180,C040613,4464835,7.92,12,2020-08-16,2020-09-16,2021-08-16,Closed,0,84832,Property,0,East
L063181,C055155,2636198,9.59,36,2024-12-21,2025-01-21,2027-12-21,Active,0,46497,Property,0,Central
L063182,C052026,567417,8.32,36,2021-08-28,2021-09-28,2024-08-28,Closed,0,65428,Vehicle,0,Northeast
L063183,C006816,2159477,9.69,60,2023-12-17,2024-01-17,2028-12-17,Overdue,0,67904,Vehicle,0,Northeast
L063184,C001097,291181,7.59,48,2023-12-03,2024-01-03,2027-12-03,Closed,15789,43437,Property,0,North
L063185,C060188,628035,9.38,24,2022-08-15,2022-09-15,2024-08-15,Closed,0,89632,Property,0,Central
L063186,C059177,3475178,10.63,36,2020-03-10,2020-04-10,2023-03-10,Overdue,6608,34226,Property,0,West
L063187,C063901,4256750,14.09,12,2020-01-21,2020-02-21,2021-01-21,Active,0,73330,Property,0,East
L063188,C026986,3909207,9.92,24,2020-02-04,2020-03-04,2022-02-04,Closed,21278,29232,Property,0,North
L063189,C026573,1426746,14.75,48,2023-11-02,2023-12-02,2027-11-02,Active,20231,62820,Vehicle,0,East
L063190,C024083,1932053,13.37,12,2021-03-19,2021-04-19,2022-03-19,Overdue,0,91038,Property,0,South
L063191,C050615,4919302,11.74,48,2021-02-02,2021-03-02,2025-02-02,Closed,0,71146,Vehicle,0,Central
L063192,C065329,2107423,13.71,48,2024-05-09,2024-06-09,2028-05-09,Closed,0,70283,Property,0,Northeast
L063193,C063926,4517363,10.22,12,2023-12-18,2024-01-18,2024-12-18,Overdue,0,11149,Vehicle,0,Central
L063194,C038888,105826,9.89,12,2022-08-25,2022-09-25,2023-08-25,Active,22031,93275,Vehicle,0,North
L063195,C057189,1706248,12.32,60,2021-09-17,2021-10-17,2026-09-17,Overdue,0,62939,Property,0,North
L063196,C027590,3685325,13.69,36,2023-04-11,2023-05-11,2026-04-11,Closed,0,50757,Property,0,Central
L063197,C019490,1377890,9.88,60,2021-04-04,2021-05-04,2026-04-04,Closed,49019,24955,Vehicle,0,Central
L063198,C015824,3080471,7.6,12,2020-06-25,2020-07-25,2021-06-25,Closed,0,67932,Property,0,East
L063199,C017870,4786648,9.55,36,2021-03-28,2021-04-28,2024-03-28,Closed,33897,92160,Property,0,East
L063200,C012574,2940049,14.87,36,2020-08-15,2020-09-15,2023-08-15,Active,0,20278,Vehicle,1,South
L063201,C060465,4431223,12.54,36,2020-06-12,2020-07-12,2023-06-12,Active,0,74015,Vehicle,0,East
L063202,C069007,701885,7.12,60,2023-09-28,2023-10-28,2028-09-28,Closed,0,57702,Property,0,East
L063203,C058154,1016955,14.01,12,2023-04-02,2023-05-02,2024-04-02,Overdue,37943,98264,Vehicle,0,Central
L063204,C046159,1413194,12.44,60,2022-02-03,2022-03-03,2027-02-03,Active,0,31812,Property,0,South
L063205,C066271,2876674,13.36,24,2021-04-06,2021-05-06,2023-04-06,Active,46509,71970,Property,0,North
L063206,C032304,860668,14.68,24,2024-09-17,2024-10-17,2026-09-17,Closed,0,5426,Vehicle,0,West
L063207,C065295,375158,13.88,24,2020-11-02,2020-12-02,2022-11-02,Active,0,84367,Vehicle,0,North
L063208,C068989,2039973,9.19,24,2023-06-10,2023-07-10,2025-06-10,Active,42429,32077,Vehicle,0,Central
L063209,C027403,862973,11.86,24,2021-07-15,2021-08-15,2023-07-15,Closed,26542,8671,Property,0,West
L063210,C018420,1316807,13.16,48,2024-04-03,2024-05-03,2028-04-03,Closed,21744,3993,Vehicle,0,West
L063211,C001360,3121258,10.91,60,2024-01-16,2024-02-16,2029-01-16,Active,0,59568,Property,0,East
L063212,C040281,1459361,11.56,48,2022-08-18,2022-09-18,2026-08-18,Closed,0,57756,Property,0,West
L063213,C028703,386291,7.55,12,2021-02-27,2021-03-27,2022-02-27,Closed,0,32029,Property,0,East
L063214,C018851,990244,13.32,60,2022-09-08,2022-10-08,2027-09-08,Closed,26973,88836,Vehicle,0,Northeast
L063215,C017712,1450985,14.26,48,2022-01-02,2022-02-02,2026-01-02,Closed,1936,2874,Property,0,Central
L063216,C051844,1309699,12.1,12,2024-06-05,2024-07-05,2025-06-05,Closed,0,28215,Property,0,North
L063217,C058011,769993,10.04,48,2020-09-10,2020-10-10,2024-09-10,Closed,0,68876,Vehicle,0,Central
L063218,C024453,300579,9.86,60,2020-03-27,2020-04-27,2025-03-27,Closed,0,15714,Property,0,West
L063219,C017411,2403656,12.38,36,2022-01-19,2022-02-19,2025-01-19,Closed,29963,64945,Property,0,East
L063220,C010520,3253116,12.16,48,2021-08-09,2021-09-09,2025-08-09,Closed,30184,55480,Property,0,East
L063221,C056355,1843791,9.45,48,2023-04-20,2023-05-20,2027-04-20,Closed,0,9522,Vehicle,0,East
L063222,C024262,4045036,12.99,12,2023-01-29,2023-02-28,2024-01-29,Active,11227,52531,Property,0,South
L063223,C060602,2110730,12.61,36,2022-11-10,2022-12-10,2025-11-10,Active,0,73490,Property,1,Central
L063224,C008412,2277226,12.18,24,2020-04-04,2020-05-04,2022-04-04,Closed,0,20532,Property,0,East
L063225,C032223,4313139,9.94,12,2021-01-10,2021-02-10,2022-01-10,Active,0,73434,Property,0,South
L063226,C025706,4671106,11.77,36,2019-12-31,2020-01-31,2022-12-31,Closed,45936,5435,Property,0,South
L063227,C062585,1425281,10.48,24,2020-04-26,2020-05-26,2022-04-26,Active,35947,12107,Property,0,South
L063228,C040646,2554901,10.03,36,2021-09-21,2021-10-21,2024-09-21,Overdue,9717,52769,Property,1,Northeast
L063229,C039042,4720169,14.77,48,2020-01-04,2020-02-04,2024-01-04,Active,0,8507,Property,0,Northeast
L063230,C054071,3295820,13.64,36,2021-07-15,2021-08-15,2024-07-15,Active,31898,51637,Property,1,East
L063231,C024465,3892678,12.84,24,2021-05-23,2021-06-23,2023-05-23,Overdue,0,16991,Property,0,West
L063232,C007759,2415222,7.58,48,2020-07-23,2020-08-23,2024-07-23,Overdue,11475,95941,Property,0,South
L063233,C049918,2059430,14.09,60,2022-11-19,2022-12-19,2027-11-19,Active,2086,17253,Vehicle,0,East
L063234,C031441,3360417,8.88,60,2024-01-04,2024-02-04,2029-01-04,Closed,0,39793,Vehicle,0,Central
L063235,C065758,1702883,13.08,12,2021-10-01,2021-11-01,2022-10-01,Active,20356,43766,Vehicle,0,Central
L063236,C034586,3977143,12.65,60,2024-02-14,2024-03-14,2029-02-14,Overdue,0,35558,Property,0,South
L063237,C064915,2104151,11.46,60,2023-07-19,2023-08-19,2028-07-19,Active,11691,93379,Vehicle,0,East
L063238,C054799,2448558,8.16,24,2022-07-09,2022-08-09,2024-07-09,Active,0,39041,Property,0,South
L063239,C005775,4016569,11.23,24,2021-04-09,2021-05-09,2023-04-09,Closed,0,92306,Property,0,East
L063240,C003135,2657272,14.55,36,2023-02-01,2023-03-01,2026-02-01,Closed,0,42248,Property,0,Northeast
L063241,C056847,2294661,8.29,12,2020-09-12,2020-10-12,2021-09-12,Closed,49634,24984,Vehicle,0,North
L063242,C029456,3831484,10.2,36,2023-08-16,2023-09-16,2026-08-16,Active,0,50915,Vehicle,0,North
L063243,C043280,2518870,8.18,60,2021-02-01,2021-03-01,2026-02-01,Active,23528,20155,Property,0,Central
L063244,C003279,3031293,10.0,12,2023-06-18,2023-07-18,2024-06-18,Overdue,48785,25908,Property,0,West
L063245,C068709,4669640,10.8,12,2024-08-29,2024-09-29,2025-08-29,Active,0,36984,Vehicle,0,East
L063246,C019250,4463217,10.82,60,2024-11-04,2024-12-04,2029-11-04,Active,8213,65633,Property,0,East
L063247,C056411,1468901,10.42,36,2024-03-04,2024-04-04,2027-03-04,Overdue,0,12060,Property,1,West
L063248,C014900,3451743,13.99,60,2022-03-27,2022-04-27,2027-03-27,Overdue,7347,28579,Property,0,North
L063249,C064356,4567642,13.9,60,2020-01-13,2020-02-13,2025-01-13,Overdue,44634,65256,Vehicle,0,North
L063250,C064242,2859245,10.22,48,2022-05-09,2022-06-09,2026-05-09,Overdue,0,12438,Property,0,East
L063251,C024542,3149994,10.39,12,2020-02-24,2020-03-24,2021-02-24,Active,36086,23273,Property,0,Central
L063252,C022839,2842432,14.95,60,2022-04-29,2022-05-29,2027-04-29,Closed,0,19627,Property,0,Northeast
L063253,C028986,4776904,14.23,60,2023-08-23,2023-09-23,2028-08-23,Closed,46171,12523,Vehicle,0,North
L063254,C017012,2493159,13.59,24,2023-03-30,2023-04-30,2025-03-30,Closed,0,42464,Property,0,South
L063255,C039221,4834397,9.45,60,2021-06-28,2021-07-28,2026-06-28,Closed,27523,63182,Property,0,East
L063256,C003221,1485515,12.21,36,2023-01-03,2023-02-03,2026-01-03,Closed,25373,30845,Property,0,South
L063257,C021966,1378968,8.27,12,2023-11-26,2023-12-26,2024-11-26,Overdue,42518,50559,Vehicle,0,South
L063258,C024761,1523906,13.73,12,2024-03-23,2024-04-23,2025-03-23,Active,6288,43839,Vehicle,0,Central
L063259,C065622,3857965,10.39,24,2024-03-31,2024-04-30,2026-03-31,Closed,0,19007,Property,0,North
L063260,C037730,1391864,8.56,12,2023-06-24,2023-07-24,2024-06-24,Active,0,26219,Property,0,Northeast
L063261,C013849,690040,11.34,24,2023-11-25,2023-12-25,2025-11-25,Overdue,0,28431,Vehicle,0,East
L063262,C062155,906147,9.84,24,2022-05-26,2022-06-26,2024-05-26,Overdue,46255,81947,Property,0,West
L063263,C051521,1600295,10.21,12,2020-01-06,2020-02-06,2021-01-06,Active,10641,61203,Property,0,Northeast
L063264,C066057,4545699,13.42,36,2020-02-02,2020-03-02,2023-02-02,Overdue,4740,39792,Property,0,South
L063265,C022471,955641,11.69,12,2023-08-01,2023-09-01,2024-08-01,Overdue,9054,72836,Property,0,South
L063266,C050260,911901,10.57,60,2021-02-08,2021-03-08,2026-02-08,Active,18862,77838,Vehicle,0,East
L063267,C000247,3160348,8.89,36,2024-02-21,2024-03-21,2027-02-21,Closed,0,63247,Property,0,Northeast
L063268,C053177,4917391,7.11,12,2021-06-19,2021-07-19,2022-06-19,Overdue,0,6845,Property,0,West
L063269,C066234,2003552,13.93,24,2022-08-29,2022-09-29,2024-08-29,Overdue,40934,50904,Vehicle,0,Northeast
L063270,C035704,2789379,11.23,12,2022-08-06,2022-09-06,2023-08-06,Active,0,77022,Property,0,North
L063271,C063052,778582,12.78,24,2022-01-18,2022-02-18,2024-01-18,Closed,28775,45560,Vehicle,0,East
L063272,C037454,2850942,14.65,36,2021-04-01,2021-05-01,2024-04-01,Overdue,48511,27287,Property,0,West
L063273,C035050,2641910,14.78,24,2022-05-08,2022-06-08,2024-05-08,Overdue,28441,37689,Property,0,Northeast
L063274,C057806,2815659,8.91,48,2020-05-06,2020-06-06,2024-05-06,Active,0,78505,Vehicle,0,Central
L063275,C056819,2881007,12.32,48,2023-01-18,2023-02-18,2027-01-18,Overdue,0,26794,Property,0,West
L063276,C058232,1900854,7.48,24,2020-02-03,2020-03-03,2022-02-03,Closed,0,61723,Vehicle,0,North
L063277,C022412,1066331,13.77,24,2022-05-23,2022-06-23,2024-05-23,Closed,35364,49922,Vehicle,1,West
L063278,C047894,1982829,13.73,36,2023-05-31,2023-06-30,2026-05-31,Closed,0,96393,Property,0,South
L063279,C061745,422820,7.77,24,2020-07-11,2020-08-11,2022-07-11,Active,0,47108,Property,0,North
L063280,C000121,1648939,7.13,12,2024-02-27,2024-03-27,2025-02-27,Overdue,0,94772,Property,0,Northeast
L063281,C034521,2361499,9.67,24,2020-04-08,2020-05-08,2022-04-08,Closed,37614,51059,Property,0,Central
L063282,C059144,4496359,10.72,60,2023-06-14,2023-07-14,2028-06-14,Closed,20277,71619,Vehicle,0,East
L063283,C004699,1352669,14.83,48,2021-12-22,2022-01-22,2025-12-22,Active,33278,20213,Property,0,West
